Feature,Comp1_Loading,Comp2_Loading
412.03015_0.6586,0.01787860281841003,-0.032863754873756916
440.02508_0.6607,-0.03256345572068666,0.013414890510933768
242.07891_0.6798,0.03616316508020478,-0.010277520757434095
308.09804_0.6712,0.023139305152739684,-0.019491994302443815
297.1185_0.6647,0.018665915849231215,-0.03650942652424357
367.10454_0.6647,0.011163146459431065,-0.04415292422508339
277.97247_0.6658,0.006715640837961371,-0.05031184729279504
228.03599_0.6391,0.023908353141157645,-0.018158147810525733
261.97803_0.6671,0.011303502299861202,-0.04958005058495021
515.12446_0.6798,-0.017874760537196267,-0.019078966426988773
167.02062_0.6798,0.035905266575608955,0.008807972371061262
195.05053_0.6829,0.03317619466522819,-0.021792403545146145
175.02436_0.687,-4.4170227805364996e-4,0.01824784326678732
149.04512_0.6876,0.02684128483123625,-0.015010474548582299
209.06623_0.6876,0.025557902368133437,-0.026273831975372832
267.07173_0.8085,0.024144709430448018,-0.019358339862258118
191.01935_0.6994,-0.013234437445688783,0.01463348217649288
145.01392_0.6887,0.031642955894594336,0.004635231905524069
129.01909_0.6888,-0.002217578344752194,0.030668073214000096
165.04002_0.6888,0.02964175467922338,-0.019818819595727663
135.02961_0.6888,0.027976280960373627,-0.014660497908499404
219.01417_0.6899,-0.004075201521196294,0.028578541750439338
133.01394_0.8668,0.009153844404251899,-0.05224541158588449
254.01493_0.7102,-0.016662469380023213,0.02573262412467522
183.01547_0.6895,0.03610379111106321,-0.0016057382135242948
173.04505_0.6888,-0.021259534158611374,-0.0542968391310653
173.00869_0.6923,-0.010079513428368565,0.05087840286025766
228.99296_0.6922,-0.034950145984533124,0.026213427908059552
226.99604_0.6911,-0.033360432213190294,0.03477361100723977
203.00446_0.6922,0.03181047698291778,-0.01692397356785849
435.95743_0.6911,-0.013405909614223784,0.05564982346948071
205.03491_0.6929,0.015938892886835462,-0.0021884550342974964
290.94485_0.6888,0.0048121125539301035,0.0102205088529843
163.0245_0.7313,-0.002596107029697579,0.019261507516149953
368.00414_0.6964,0.02383576379920806,-0.017710900095219438
234.95456_0.8346,0.02966630660774517,-0.012056760611049967
175.04685_0.8346,0.02218220206371977,0.017498008761723607
293.04888_0.6916,0.026036572484911705,-0.015572530041095758
142.99824_0.6948,-0.00424861519701282,0.05382814724155608
124.98775_0.6942,-0.006577247781304136,0.056798826092554815
289.93673_0.6009,-0.005279331228566825,0.05526846781726943
347.02503_0.6942,-0.015737798121381943,0.051812229364763804
268.03056_0.7032,-0.0010288903255463023,0.007728878173877194
302.96664_0.7092,-0.010107901945751925,0.049178686956799784
197.0312_0.7039,0.037531992987365086,0.0021372992941871114
147.02957_0.7053,0.017364007270153872,-0.01726693519124827
307.94691_0.7065,-0.014396146660631645,0.04432858883767477
241.01169_0.7058,-0.03342798319073964,0.034895726012961495
321.96236_0.7054,0.033144870644270345,-0.020235147745237103
335.9418_0.7071,-0.016239227324232008,0.04701051670688945
245.94641_0.9315,-0.01730004635356839,0.032673751605757105
220.00711_0.7014,0.03467391133484009,-0.014334402340266159
240.9837_0.7117,-0.02189189446725913,0.03066075950583883
273.94206_0.695,-0.00402477610471022,0.04437667778975853
166.9958_0.7143,-0.023170596220077052,0.02075539296474202
160.97569_0.453,-0.014694066765707118,0.005478375456306123
130.98329_0.4543,-0.011827341374136737,0.018671809837177377
159.97889_0.5645,-0.01050704829878777,0.032108437008330486
226.96558_0.4865,-0.010563119835725405,-0.04758741644994663
272.93333_0.7335,-0.0089544707326817009,-0.010150782165888737
355.0877_0.735,-0.015673282512715422,-0.01990037907521209
335.97831_0.7463,0.028489915727985912,-0.017906865355981978
380.00459_0.6981,0.02363232312246986,-0.026782595012072797
517.14046_0.7948,-2.6007263448591896e-4,-0.012842805456295826
274.97222_0.8049,0.016409164297340285,-0.0031013002467657597
203.01686_0.7152,0.03199714802749239,-0.01596261682879713
105.01908_0.6905,0.003306045750629002,-0.04730059682521784
262.05635_0.8216,0.028010428151369005,-0.012757946730059403
136.03292_0.7978,0.0281796574866015,-0.015837503238638202
132.04118_0.8346,0.02170542206565041,0.018852911780509515
307.98324_0.817,-0.005804783458408143,-0.013674117422971813
210.06961_0.7918,0.02265785197942476,-0.014547482440374517
287.95723_0.8371,0.00917355308821625,-0.023285238065430508
270.98561_0.7125,0.013138671183004528,0.029407586144347696
309.11867_0.8475,0.024312593584452407,-0.015304033784721414
217.95184_0.7829,0.027225639909668548,-0.0034481139733742545
163.02451_0.8345,0.01569772462345129,-0.025646061053358964
237.06118_0.8515,0.024558338336821132,-0.0011044011203641614
337.07717_0.8578,0.024518101478641693,-0.018410940056059606
286.10394_0.746,-0.005822243201457376,0.05808827489206516
173.05626_0.7311,0.017357161443052882,0.03235021347696801
119.03467_0.6536,0.02018150295662698,-0.02950543198109161
346.05524_0.8662,-0.01654221265496721,0.011204177078078973
115.00346_0.8891,0.007747088843374192,-0.01843689844417229
232.93894_0.8668,0.002717797386074816,-0.06179777974613662
216.96625_0.8668,-0.01622265035306257,-0.035727595274881715
319.94663_0.8668,0.0038704059426788746,-0.05836545620401113
135.01814_0.8668,0.006689850170792267,-0.05297820402207771
331.94718_0.8662,0.012566264257312687,-0.046126342768388916
290.08765_0.8572,0.023915765030757426,-0.016567847498053137
289.0172_0.8668,6.319049459196888e-4,-0.06044298421868187
470.15075_0.707,0.02542673055568085,-0.007860454513397733
284.03821_0.8748,0.015303652391824484,0.0023769014661464104
314.96785_0.8861,0.02373908467594393,0.011743928505226334
128.03507_0.878,0.021690665599894608,0.05623064076398781
272.95743_0.8805,0.008958214753344145,0.062249588376155296
196.02228_0.8812,0.00605040368874355,0.06671027902292752
188.05601_0.8714,0.018709150343232582,0.05730941389031759
210.95741_0.8857,0.0061726836908909824,0.06522718872069495
171.04076_0.8844,-0.0025185799455326864,0.0517328857680168
268.0433_0.8889,0.022523130239500658,0.03952468905129947
298.97287_0.8883,0.02451293592183194,0.04887054839526292
233.94645_0.8902,0.016304724553902614,0.01889771234922897
273.02234_0.8921,0.007448811603638792,-0.05631080815241564
244.96223_0.8928,0.01757614989176691,0.04077743890431892
173.10393_0.65,0.007183289674423553,0.011293070696573114
200.97147_0.8853,-0.015309893408298183,0.021439525318192786
216.94397_0.8973,0.018221246488790723,-0.031898931808252984
261.94124_0.8973,9.6506046639411e-4,0.04576338683460046
199.94144_0.8973,0.008054687856603114,0.016959787663610598
185.05634_0.9045,-0.005812778758365015,0.05400603643340006
289.93628_0.894,-0.007861515457872401,0.007264477971309857
236.00438_0.7031,0.0018715746372756426,0.035752060356574585
164.07139_0.9178,0.018568452545482898,0.03746790642792906
230.06659_0.9204,0.0347078951539077,-0.005824014529887039
347.09793_0.9296,0.033972923945215415,-0.018771454347584135
142.05063_0.9611,0.019980034546519213,-0.026921737593503397
112.98778_0.6923,-0.012037157887751044,0.04259572723299017
161.96177_0.9417,-0.0014362762297556776,0.02490761230518868
305.96762_0.9386,0.036835758694080664,-0.015276943321510703
207.05065_0.9443,0.031595026296856406,-0.027907051783484307
147.02958_0.8243,0.012314434009213508,-0.03920150778859832
182.01254_0.9477,0.0403158428178433,0.010957353282491172
190.03534_0.9502,0.025675276227683497,-0.022480256263935582
258.03791_0.9631,3.8944130047289876e-4,-0.04583483806609218
159.97893_0.7961,-0.02229209157898243,0.02055436601230911
172.02488_0.7094,0.025186014772774004,-0.00986151652078089
188.09246_0.9714,0.024537403474096962,-0.01577608516070077
262.0927_0.7727,0.023966463914927388,-0.01628956069226694
111.00855_0.6894,-0.006302861538095854,0.04220695345654978
211.0711_0.8358,0.019828847233590397,0.030328025965551834
